Pin Number,Pin ID,Custom Name,Function,Direction,Latch,Open Drain,PIO Interrupt,Pull Up,Pull Down,Glitch/Debounce Filter,Drive Strength
P13,PA31,LED_BLUE,LED_AH,n/a,n/a,No,Disabled,No,No,Glitch Filter,0x0
P14,PA29,PB_USER,SWITCH_AL,n/a,n/a,No,Disabled,Yes,No,Glitch Filter,0x0
P15,PA11,,Available,In,,,,,,,
P16,PA13,,Available,In,,,,,,,
P17,PA26,,Available,In,,,,,,,
R1,PD26,,Available,In,,,,,,,
R9,PA8,,Available,In,,,,,,,
R10,PA10,LED_RED,LED_AH,n/a,n/a,No,Disabled,No,No,Glitch Filter,0x0
R11,PA7,,Available,In,,,,,,,
R13,PA30,,Available,In,,,,,,,
R14,PA28,,Available,In,,,,,,,
R15,PA27,,Available,In,,,,,,,
R16,PA25,,Available,In,,,,,,,
R17,PA24,,Available,In,,,,,,,
T1,PD23,,Available,In,,,,,,,
T13,PA3,,Available,In,,,,,,,
T14,PA23,,Available,In,,,,,,,
T15,PA19,,Available,In,,,,,,,
T16,PA18,,Available,In,,,,,,,
T17,PA22,,Available,In,,,,,,,
U13,PA0,,Available,In,,,,,,,
U14,PA2,,Available,In,,,,,,,
U15,PA4,,Available,In,,,,,,,
U16,PA5,,Available,In,,,,,,,
U17,PA6,,Available,In,,,,,,,
